language_ID,filename,meansynratio,meanmorphratio,syn.sd,morph.sd,area,language_name,latitude,longitude,glottocode,region,macro_region,country_id,language_type,abbr,spread,migration,contact_languages,contact_languages_names,all_L1,natives,non_natives,ewave,corpus
59,AU009,0.943698869996155,-0.973534348611994,0.034671949556429,0.0155490352928239,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU010,0.941409023391404,-0.972865567889854,0.0323146134635285,0.015238963126416,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU011,0.941640213243239,-0.976090324536486,0.0377065054002617,0.0209279956832147,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU012,0.941295855538799,-0.973300523550981,0.0338862892949325,0.0148895565118253,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU013,0.942340298685537,-0.972477198805579,0.0365773905744516,0.0140345076313557,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU014,0.941788672473344,-0.972728385622831,0.0361284106046884,0.0183853057626549,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU015,0.939985239924752,-0.973857660443939,0.0354512028366576,0.0183364824167152,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU016,0.94338358152348,-0.972920685530996,0.030868512009885,0.0147558328293545,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU017,0.939075626228899,-0.972387936230288,0.0386704891219809,0.0151258644020536,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU018,0.940610432625601,-0.970252609107216,0.0349635858609122,0.0125896278394753,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU019,0.935789110514787,-0.975345532769734,0.0378456822361296,0.0164560739330487,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU020,0.941471377935251,-0.973302863718682,0.0374174586838616,0.0162358455598665,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU021,0.941602816806051,-0.977709273150364,0.0310015190246092,0.0216926499472854,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU022,0.941043688242493,-0.971259139627177,0.0340397847545251,0.0149299254276625,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU023,0.940068243420867,-0.970373482797323,0.035066881293009,0.0142809333493925,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU024,0.939657968104799,-0.972474449516431,0.0372405989622722,0.0147331933536106,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU025,0.944417502643597,-0.973928327533484,0.0299569328375665,0.0187070515795124,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU026,0.943762675297552,-0.97246590931348,0.0332237587504403,0.0168953784220662,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU027,0.943091149142173,-0.97420504203806,0.0371134908819231,0.0222526896659576,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU028,0.940099364049472,-0.973321184260504,0.0394145868969853,0.017745343095876,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU029,0.943353034812188,-0.973969257331496,0.0350947215538761,0.0175943986679319,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU030,0.939484553119148,-0.969872004711886,0.0323233636278019,0.0155698669065688,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU031,0.94049603268844,-0.973743146573765,0.0359483198900993,0.0154829900455886,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU032,0.942469937226534,-0.976626233895326,0.0337361374095444,0.0212381377315868,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU033,0.939621941440992,-0.973123830198869,0.0357692699872809,0.0165587443612656,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU034,0.93850997625779,-0.970826855113161,0.0341181213349407,0.0151027981739156,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU035,0.94250482145539,-0.972625322182576,0.0346071350221404,0.0186515343555349,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU036,0.941590608563451,-0.972226744844553,0.0293068365891331,0.0167226338102511,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU037,0.943291989876679,-0.977121124032817,0.0317878180642814,0.0225732099514037,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU038,0.941818037274789,-0.972696326178293,0.0355921147267071,0.0166793345314027,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU039,0.941530625704651,-0.975591072315239,0.0385854500117935,0.0177385123159887,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU040,0.938612382743471,-0.974873388867063,0.0307022303735679,0.0205609151538212,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU041,0.944708882462746,-0.974818772834047,0.0344221581442274,0.0191175146856542,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU042,0.943794722834967,-0.975472676557955,0.030824750955677,0.0228215028031886,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU043,0.94469475453574,-0.972896219097626,0.0320786568947098,0.0182356062072976,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU044,0.939416029895607,-0.971586128235922,0.0323147562813141,0.0156172416924591,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU045,0.94017124611561,-0.976786954328481,0.0325344369106561,0.0199617213126843,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU046,0.942331428159913,-0.981032053404021,0.0296360365373941,0.0184996422116374,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU047,0.943860441989528,-0.976530217574227,0.0340875244987461,0.021487624498726,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU048,0.94625664021699,-0.978945072846724,0.0356775399803042,0.0223009326243584,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU049,0.942490107378706,-0.970245086404061,0.033850112785078,0.0167562414962992,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU050,0.938602170169314,-0.975105432963653,0.0295280754994829,0.0205313970769451,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU051,0.942748349439823,-0.971584763587555,0.0350029182948473,0.015354904232318,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU052,0.939217040216752,-0.973749109158309,0.0359468944973298,0.0162847928387525,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU053,0.940955866372302,-0.9707560032205,0.0349007768462004,0.0163334287981549,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU054,0.943388102144228,-0.973333275304458,0.0312110985602016,0.0189854482284022,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU055,0.943743016772345,-0.978380248921581,0.0367256769704345,0.0217114812193956,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU056,0.939315277220086,-0.971741269935356,0.0342749110977869,0.0185733299663751,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU057,0.944869069004959,-0.972835870117644,0.031335915300002,0.0192597192962901,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU058,0.941919059830001,-0.971553433942044,0.0338627265003934,0.0163321021651777,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU059,0.944302295545982,-0.976298759431396,0.0306309763573763,0.0216391215788752,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU060,0.94414082613964,-0.974339037086184,0.033548102180396,0.0208507717010891,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU061,0.939311534438618,-0.972406598253207,0.0345500611442764,0.0164517731723994,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU062,0.940887377578503,-0.972027431703461,0.0375839645096947,0.0138455424889209,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU063,0.941091695685655,-0.973080335525451,0.0309104616153637,0.0167664620156409,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU064,0.943263463699356,-0.97807664752967,0.0321469807384478,0.0236200149227497,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU065,0.942899198651593,-0.974104234998384,0.03408161586115,0.0190461574553837,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU066,0.941797175389735,-0.974364391749402,0.0363463556042227,0.0172535895693462,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU067,0.941108198983994,-0.972225592613954,0.0330836561396219,0.0168983102984493,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU068,0.943512967620789,-0.972717617732291,0.0312565912645793,0.0179141252338849,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU069,0.942634253032402,-0.973157635651494,0.0341097664116941,0.0190993341378518,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU070,0.946572849714992,-0.976496583772231,0.0320863198787238,0.0204293838007185,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU071,0.939373166939508,-0.97595485880501,0.0366536645492377,0.0186584172700706,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU072,0.942878172972119,-0.974810185184938,0.0312157112866195,0.0192517334055836,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU073,0.944031476499368,-0.973085649741428,0.0320960787685447,0.0178930119350857,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU074,0.941904937644839,-0.971679698722952,0.032802351578632,0.0164474124694717,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU075,0.94251890852614,-0.972766403761506,0.0318835922503772,0.0163864360566375,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU076,0.942715425371284,-0.973257376413025,0.0371348242783443,0.0151589054349715,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU077,0.945029032677093,-0.977554390748207,0.0344463172119932,0.0186910127414398,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU078,0.940833962774159,-0.973542358579918,0.0252984592331449,0.0197103751509222,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU079,0.942486507846187,-0.971083290233277,0.0344006740904416,0.0150377723810917,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU080,0.940002479367834,-0.971059140834231,0.0314003893021073,0.0161864255623027,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU081,0.940701851466917,-0.971984066667224,0.0361169981181228,0.0120285084397124,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU082,0.93968705936685,-0.972968661093611,0.0351170201768793,0.014828494112936,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU083,0.942380568142578,-0.969670860123497,0.0343614995555285,0.0140534479177747,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU084,0.939543416615697,-0.970082187278044,0.0320310214764697,0.0148806854117536,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU085,0.938186251681437,-0.974047679682636,0.0340579469268677,0.0152180494463949,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU086,0.940178302114049,-0.96889358661648,0.0311347221313209,0.0139289265994467,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU087,0.943092369394233,-0.974009292257857,0.0363127023933824,0.0176959478549186,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU088,0.942980716791482,-0.974489540024402,0.0362315437598651,0.0158273979690755,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU089,0.943331895273,-0.974609174944854,0.0353249332737314,0.0126366207448513,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU090,0.939457455557111,-0.971579212912122,0.0409810419273661,0.0159926927712599,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU091,0.942077490699416,-0.971914966734626,0.0342343122880727,0.0142484844134656,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU092,0.944349955078232,-0.976978283326735,0.0348660713562868,0.0176122686323002,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU093,0.938897968057992,-0.974060128388683,0.0350706930728377,0.0169943116790933,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU094,0.939733753473971,-0.971476288521659,0.0350048722330807,0.0146656088110825,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU095,0.943967504893671,-0.975888091988877,0.0342231204079179,0.016691392567936,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU096,0.942612349001097,-0.973788361240363,0.0293757715904086,0.0178189412237475,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU097,0.943891728129562,-0.975265209499712,0.0307073855282798,0.0216034476389312,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU098,0.94629447857163,-0.975801939738032,0.0312952289957657,0.0193979118157816,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU099,0.939614660107973,-0.96978303108498,0.0348006734129709,0.0148473976463294,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
59,AU100,0.938768157660232,-0.973164366460277,0.0264594272315376,0.0193824967358297,AU,Australian English,-35.17,149.06,aust1314,Au,Oc,AU,L1c,AusE,7682300,5185,0,"",167,18303662,3945100,yes,ICE
79,CAN001,0.942887054265137,-0.973828641897487,0.0353882387519899,0.013821008617025,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN002,0.945268286608913,-0.974587234107656,0.0342815958167974,0.0148591886377573,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN003,0.942870233201394,-0.973999239947495,0.0361459152147028,0.0128119936197837,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN004,0.945960849701521,-0.974940176125206,0.0313925158122442,0.0145662669253417,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN005,0.943251384288037,-0.975351183127464,0.033471204743999,0.0176910361579938,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN006,0.943130111177466,-0.974606905293575,0.0324146587058556,0.0163301911738917,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN007,0.943696182344882,-0.973534434656102,0.0326159146020742,0.0142803581316014,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN008,0.943551317011391,-0.97555286477946,0.0340415517978914,0.015998227476487,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN009,0.943805168780359,-0.971313995390495,0.0319445349739848,0.0168486015998473,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN010,0.944461982646133,-0.973875520214179,0.0290793422560555,0.0140640816697615,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN011,0.942437375382139,-0.972938175400188,0.0334860484899696,0.0162217093691915,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN012,0.945259430066441,-0.975756252739393,0.0337224902655694,0.0158270486040459,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN013,0.943291300057729,-0.973606002638223,0.0350038530222704,0.0161570467932596,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN014,0.944603283815432,-0.973427822795365,0.0333949217048721,0.0124979084853751,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN015,0.941969406388039,-0.97070776647752,0.0360572983366986,0.0168465629393045,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN016,0.943307806960435,-0.975153418156295,0.0342893470076937,0.0202310906453495,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN017,0.947797690852659,-0.976682298619297,0.0349280113792845,0.0194784637787272,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN018,0.948231884852563,-0.97616010372759,0.0311604418744157,0.0175992699938796,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN019,0.94409946675709,-0.973593699253806,0.0338139547543079,0.0143126544661014,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN020,0.941855908585452,-0.972800071880003,0.036086150845991,0.0146779905340303,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN021,0.945957945853252,-0.973270108977357,0.0351154347249858,0.014795122852514,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN022,0.943736534269471,-0.97153569487593,0.0338010608182268,0.0137896318216097,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN023,0.941270826220182,-0.974732461018272,0.0370666365369498,0.0151995092466017,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN024,0.941750327843536,-0.974153985258826,0.0326091094107748,0.0175560343057968,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN025,0.9434209195195,-0.973337414810894,0.0369547606851711,0.0156965239273252,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN026,0.943157391949327,-0.973532076044841,0.0358221900413665,0.0157137398253409,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN027,0.945068149410071,-0.973922593179817,0.0335315444704115,0.0178919623561605,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN028,0.944107464623568,-0.973517701341265,0.0335373212783239,0.0158283961196982,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN029,0.944767164611155,-0.974715094823806,0.0325986179373976,0.0145352547332056,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN030,0.948024124786029,-0.97452778294578,0.0340068713756692,0.0149525230438732,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN031,0.945069456526935,-0.97508978066168,0.0350374531640978,0.0142920237911801,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN032,0.942655498445534,-0.975194261251536,0.0364566141910455,0.0145570537640666,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN033,0.944652687519145,-0.974255646619255,0.033495282349944,0.0132430053120179,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN034,0.947377448146805,-0.974831195349545,0.0326901356799722,0.0142292271287632,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
79,CAN035,0.946660490828264,-0.975274936585139,0.0337943478243767,0.0160008850966818,CAN,Canadian English,45.42,-75.67,cana1268,Am,Am,CA,L1c,CanE,9984670,9275,1,French,88,21372885,12264550,no,ICE
