"effect","group","term","estimate","std.error","statistic","conf.low","conf.high"
"fixed",NA,"log10_natives",-0.0567480313515882,0.0512554178142465,-1.10716161864581,-0.157206804280064,0.0437107415768876
"fixed",NA,"prop_non_natives",-0.308423151709239,0.181653439646169,-1.69786573989458,-0.664457351083551,0.0476110476650733
"fixed",NA,"z_spread",-0.138424563780947,0.0758438491238396,-1.82512577328353,-0.287075776512562,0.0102266489506684
"fixed",NA,"z_density",-0.161500408859448,0.0628331041435975,-2.57030765964321,-0.284651030017753,-0.0383497877011423
"fixed",NA,"z_migration",0.324032923513788,0.101400491708135,3.19557546571337,0.125291611751191,0.522774235276384
"fixed",NA,"contact_languages1",0.494401453105237,0.33230279462551,1.48780407839303,-0.156900056322774,1.14570296253325
"fixed",NA,"contact_languages2",0.317773333779316,0.30827726829023,1.03080365134203,-0.286439009321927,0.921985676880558
"fixed",NA,"contact_languages3",0.922845244799194,0.331296172893698,2.78555963003927,0.273516677711591,1.5721738118868
