language_ID,filename,meansynratio,meanmorphratio,syn.sd,morph.sd,area,language_name,latitude,longitude,glottocode,region,macro_region,country_id,language_type,abbr,spread,migration,contact_languages,contact_languages_names,all_L1,natives,non_natives,ewave
9,LND_003,0.947360033681532,-0.961709260671383,0.0273278020943688,0.0141036606786722,LND,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,LND_004,0.94634165342173,-0.963702584513536,0.0305912872546017,0.0167612107909789,LND,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,LND_005,0.945572961641516,-0.963497619972302,0.0280627023694041,0.0145891254894279,LND,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,LND_006,0.939015541027529,-0.961670002221338,0.0223834927412368,0.0137569988203285,LND,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,LND_007,0.939937459518589,-0.962310123488917,0.0221195828119159,0.0141383131509049,LND,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
2,MLN_001,0.939958403417872,-0.963436449629221,0.0239817572149812,0.016331515250237,MLN,Scottish English,56.9,-1.7,"",BI,BI,GB,L1t,ScE,77933,6033,0,"",17,5002242,5191030,yes
2,MLN_002,0.939627094987792,-0.960847630184699,0.027173119129113,0.0156194934023768,MLN,Scottish English,56.9,-1.7,"",BI,BI,GB,L1t,ScE,77933,6033,0,"",17,5002242,5191030,yes
2,MLN_004,0.943443854486961,-0.96361481356598,0.0264700913693649,0.01624161130399,MLN,Scottish English,56.9,-1.7,"",BI,BI,GB,L1t,ScE,77933,6033,0,"",17,5002242,5191030,yes
2,MLN_005,0.942157076471797,-0.963174837927051,0.0243445187104914,0.0151045475983781,MLN,Scottish English,56.9,-1.7,"",BI,BI,GB,L1t,ScE,77933,6033,0,"",17,5002242,5191030,yes
6,NBL_003,0.944665430848116,-0.963949752194376,0.026399107163589,0.0147331550854621,NBL,English dialects in the North of England,53.7,-1.7,"",BI,BI,GB,L1t,North,37331,6033,0,"",17,4197167,481,yes
80,NTT_006,0.942405210337739,-0.982208761609029,0.0211586854772219,0.0246972850016777,NTT,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,NTT_008,0.942173884116241,-0.963924896378048,0.02179524818546,0.013792531052485,NTT,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
2,PEE_001,0.942935015232474,-0.963268261865188,0.0217644722275126,0.0140334454075061,PEE,Scottish English,56.9,-1.7,"",BI,BI,GB,L1t,ScE,77933,6033,0,"",17,5002242,5191030,yes
2,PER_001,0.943269334576823,-0.963203494137641,0.021705794354454,0.0137821825193856,PER,Scottish English,56.9,-1.7,"",BI,BI,GB,L1t,ScE,77933,6033,0,"",17,5002242,5191030,yes
2,PER_004,0.937424646654874,-0.960922057402985,0.0202612604428836,0.0130835610044964,PER,Scottish English,56.9,-1.7,"",BI,BI,GB,L1t,ScE,77933,6033,0,"",17,5002242,5191030,yes
2,PER_005,0.94386875319222,-0.962137624110095,0.023987931005656,0.0133823431026044,PER,Scottish English,56.9,-1.7,"",BI,BI,GB,L1t,ScE,77933,6033,0,"",17,5002242,5191030,yes
80,SAL_002,0.940801821219767,-0.962526614835867,0.0210464448776707,0.0136853767120781,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_004,0.941380327955513,-0.963513486162514,0.0217295717637429,0.0139390698925058,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_005,0.939843092294864,-0.960147735094912,0.0217202746482391,0.0129895811203985,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_006,0.940701599478007,-0.961357830137397,0.022341355337285,0.0141087578342847,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_007,0.946312272528268,-0.96310358645952,0.0244572584284599,0.0138971823117204,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_008,0.942702736165767,-0.963847463886149,0.0245480656934279,0.0149207614726895,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_009,0.944706831971908,-0.962010994179364,0.0253595309118797,0.0134239257727235,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_010,0.942682189399628,-0.959772779388943,0.0227342636956371,0.0115781108804478,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_012,0.942608435298294,-0.962324124468191,0.0243482680686617,0.0130438422165583,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_013,0.939917695037189,-0.959923566180343,0.0214727304033786,0.012282536681292,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_014,0.943321433169733,-0.961458797563052,0.0221788735236823,0.0129961132119886,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_019,0.942282289959746,-0.963913204218137,0.0227014579101309,0.0136669984226455,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_020,0.94294768960941,-0.962431704758983,0.0241524622664823,0.0149573737838918,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_021,0.939442002714152,-0.961285522092284,0.021253393973577,0.0137161352217291,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_023,0.934535096616756,-0.959609668365254,0.021419336293998,0.0135990590249532,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_024,0.943690476177792,-0.96205323826444,0.0230551185116802,0.0125259626407717,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_025,0.944383478180369,-0.962927235109446,0.0228740771448918,0.0134223805456764,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_026,0.943603853669201,-0.96363078464045,0.0229185406697898,0.0139668610149789,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_029,0.940912818215761,-0.960413653185855,0.0213419312690428,0.0122549745330374,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_031,0.942330562163874,-0.960001307166676,0.0231511770567197,0.0127660780567815,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_032,0.939052080340489,-0.958923425852317,0.0231891412337796,0.0130115097332363,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_033,0.942688341724858,-0.96071207474079,0.0236815580793162,0.0128638273676302,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_034,0.935285379799684,-0.961799061851891,0.021961493050304,0.0130953577880616,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_037,0.940021277249335,-0.960237611372557,0.0213220359198652,0.0125713145626182,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_038,0.944315861693771,-0.960489969562632,0.0209107509168338,0.0126204223121692,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
80,SAL_039,0.941218369571671,-0.962556161811266,0.0201671388033132,0.0136637250211028,SAL,English dialects in the Midlands,52.48,-1.89,"",BI,BI,GB,L1t,Mid,9778,6033,0,"",17,2154916,261,no
2,SEL_001,0.940639140033274,-0.963569473762191,0.0214920837255081,0.0142279965956731,SEL,Scottish English,56.9,-1.7,"",BI,BI,GB,L1t,ScE,77933,6033,0,"",17,5002242,5191030,yes
2,SEL_003,0.945448689947493,-0.96143497701936,0.0248931498656148,0.0134165191008831,SEL,Scottish English,56.9,-1.7,"",BI,BI,GB,L1t,ScE,77933,6033,0,"",17,5002242,5191030,yes
9,SFK_001,0.944500188675813,-0.963606310416123,0.0226026764755579,0.0134774995279572,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_002,0.943404200864725,-0.963405248538384,0.0234007763309109,0.0142195409441902,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_003,0.941001264635632,-0.960849994823299,0.0222350963396052,0.0142764367318758,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_005,0.944638836292872,-0.963350600161712,0.0234822873457488,0.0136407651917897,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_006,0.942147300431437,-0.962083856690639,0.0235057317780041,0.0131350545500794,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_007,0.942910677742968,-0.963650953866904,0.0212505325107387,0.0143838314906892,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_008,0.945271134885305,-0.962860067567923,0.0218084895666084,0.0129739109538369,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_009,0.940933855683783,-0.962288215246822,0.0216568729575141,0.0132636710107133,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_010,0.941637905908114,-0.95981554164081,0.022176511905872,0.0125852354908857,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_011,0.939436247506637,-0.963849155895769,0.0231609567556097,0.0140037773105638,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_012,0.942077529201559,-0.962849549805623,0.0225415979426847,0.0135507911552026,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_013,0.942839396933962,-0.963413270689631,0.0240905804219957,0.0130812512221194,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_014,0.943819332444981,-0.962639278559324,0.024574227842609,0.0135331071981807,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_015,0.943700087510932,-0.962558542697133,0.0237457188568796,0.0127294812599383,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_016,0.944715364878332,-0.96320802561211,0.0238013292512924,0.0128345949381916,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_017,0.943112039259095,-0.962923696999205,0.0254454633972162,0.0145530738699477,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_018,0.940961614512554,-0.96122315999555,0.0219896674247666,0.0125829778677854,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
9,SFK_019,0.939045303417087,-0.96247010620746,0.0226629241911412,0.013137194473884,SFK,English dialects in the Southeast of England,51.1,0.6,"",BI,BI,GB,L1t,SE,19120,6033,0,"",17,1142549,152,yes
